package,mentions,classification,has_bin,vuln_count,max_severity,advisory_ids,summary
openclaw,6,cli,True,590,CRITICAL,"GHSA-24vr-rprv-67rf,GHSA-25gx-x37c-7pph,GHSA-25pw-4h6w-qwvm,GHSA-25wv-8phj-8p7r,GHSA-275c-xpvc-jgfw,GHSA-2767-2q9v-9326,GHSA-27cr-4p5m-74rj,GHSA-2858-xg23-26fp,GHSA-2ch6-x3g4-7759,GHSA-2cq5-mf3v-mx44,GHSA-2f7j-rp58-mr42,GHSA-2fgq-7j6h-9rm4,GHSA-2hfg-4fh4-qp7f,GHSA-2hh7-c75g-qj2r,GHSA-2hm8-rqrm-xfjq,GHSA-2mc2-g238-722j,GHSA-2pr2-hcv6-7gwv,GHSA-2qj5-gwg2-xwc4,GHSA-2qrv-rc5x-2g2h,GHSA-2rgf-hm63-5qph,GHSA-2rqg-gjgv-84jm,GHSA-2w79-r9g8-wmcr,GHSA-2ww6-868g-2c56,GHSA-2x4x-cc5g-qmmg,GHSA-2xcp-x87w-q377,GHSA-3298-56p6-rpw2,GHSA-33hm-cq8r-wc49,GHSA-33rq-m5x2-fvgf,GHSA-354r-7mfh-7rh2,GHSA-35mw-5vvr-vrxc,GHSA-36h3-7c54-j27r,GHSA-37gc-85xm-2ww6,GHSA-37v6-fxx8-xjmx,GHSA-392f-ggf5-fp3c,GHSA-39mp-545q-w789,GHSA-39pp-xp36-q6mg,GHSA-3c6h-g97w-fg78,GHSA-3c6j-hq33-3jv4,GHSA-3cvx-236h-m9fj,GHSA-3cw3-5vxw-g2h3,GHSA-3fqr-4cg8-h96q,GHSA-3fv3-6p2v-gxwj,GHSA-3h2q-j2v4-6w5r,GHSA-3h52-cx59-c456,GHSA-3hcm-ggvf-rch5,GHSA-3jx4-q2m7-r496,GHSA-3pm9-5j7m-59vc,GHSA-3pxq-f3cp-jmxp,GHSA-3q42-xmxv-9vfr,GHSA-3qpv-xf3v-mm45,GHSA-3vvq-q2qc-7rmp,GHSA-3w6x-gv34-mqpf,GHSA-3wqp-prf6-2m72,GHSA-3x3x-h76w-hp98,GHSA-3xfw-4pmr-4xc5,GHSA-3xv9-89fm-7h4r,GHSA-42mx-vp8m-j7qh,GHSA-43x4-g22p-3hrq,GHSA-4564-pvr2-qq4h,GHSA-45cg-2683-gfmq,GHSA-4685-c5cp-vp95,GHSA-474h-prjg-mmw3,GHSA-47q7-97xp-m272,GHSA-48vw-m3qc-wr99,GHSA-48wf-g7cp-gr3m,GHSA-49cg-279w-m73x,GHSA-4cqv-h74h-93j4,GHSA-4f8g-77mw-3rxc,GHSA-4g5x-2jfc-xm98,GHSA-4gc7-qcvf-38wg,GHSA-4hg8-92x6-h2f3,GHSA-4hmj-39m8-jwc7,GHSA-4hpg-mp64-x7xq,GHSA-4jpw-hj22-2xmc,GHSA-4m3v-q747-pc6h,GHSA-4p4f-fc8q-84m3,GHSA-4qwc-c7g9-4xcw,GHSA-4rj2-gpmh-qq5x,GHSA-4rqq-w8v4-7p47,GHSA-4w7m-58cg-cmff,GHSA-525j-hqq2-66r4,GHSA-527m-976r-jf79,GHSA-52q4-3xjc-6778,GHSA-52vj-fvrv-7q82,GHSA-534w-2vm4-89xr,GHSA-536q-mj95-h29h,GHSA-53vx-pmqw-863c,GHSA-553v-f69r-656j,GHSA-55cf-xx38-4p9p,GHSA-56f2-hvwg-5743,GHSA-56pc-6hvp-4gv4,GHSA-57gh-m6rq-54cf,GHSA-57r2-h2wj-g887,GHSA-5847-rm3g-23mw,GHSA-58q2-7r52-jq62,GHSA-5cj2-3jr2-5h77,GHSA-5f9p-f3w2-fwch,GHSA-5fc7-f62m-8983,GHSA-5ghc-98wh-gwwf,GHSA-5gj7-jf77-q2q2,GHSA-5gjc-grvm-m88j,GHSA-5h2c-8v84-qpvr,GHSA-5h2w-qmfp-ggp6,GHSA-5h3f-885m-v22w,GHSA-5h3g-6xhh-rg6p,GHSA-5hff-46vh-rxmw,GHSA-5jvj-hxmh-6h6j,GHSA-5m9r-p9g7-679c,GHSA-5mx2-2mgw-x8rm,GHSA-5r8f-96gm-5j6g,GHSA-5v6x-rfc3-7qfr,GHSA-5wcw-8jjv-m286,GHSA-5wj5-87vq-39xm,GHSA-5xfq-5mr7-426q,GHSA-62f6-mrcj-v8h5,GHSA-6336-qqw9-v6x6,GHSA-63f5-hhc7-cx6p,GHSA-63mg-xp9j-jfcm,GHSA-64qx-vpxx-mvqf,GHSA-659f-22xc-98f2,GHSA-65h8-27jh-q8wv,GHSA-66r7-m7xm-v49h,GHSA-67mf-f936-ppxf,GHSA-68f8-9mhj-h2mp,GHSA-68v4-hmwv-f43h,GHSA-68x5-xx89-w9mm,GHSA-68xw-r643-9p5w,GHSA-6c4r-g249-wv3c,GHSA-6c9j-x93c-rw6j,GHSA-6f6j-wx9w-ff4j,GHSA-6fvr-66p3-3qj4,GHSA-6g25-pc82-vfwp,GHSA-6hf3-mhgc-cm65,GHSA-6j27-pc5c-m8w8,GHSA-6mgf-v5j7-45cr,GHSA-6mqc-jqh6-x8fc,GHSA-6p8r-6m93-557f,GHSA-6pfc-6m7w-m8fx,GHSA-6rcp-vxwf-3mfp,GHSA-6rmx-gvvg-vh6j,GHSA-6x2m-hqfw-hvpj,GHSA-6xg4-82hv-cp6f,GHSA-72fw-cqh5-f324,GHSA-72q8-jcmc-97wx,GHSA-736r-jwj6-4w23,GHSA-7437-7hg8-frrw,GHSA-74wf-h43j-vvmj,GHSA-767m-xrhc-fxm7,GHSA-77hf-7fqf-f227,GHSA-77pv-3w4q-vrj5,GHSA-77q5-rr5v-x43q,GHSA-77w2-crqv-cmv3,GHSA-782p-5fr5-7fj8,GHSA-792q-qw95-f446,GHSA-796m-2973-wc5q,GHSA-7977-c43c-xpwj,GHSA-7f4q-9rqh-x36p,GHSA-7fcc-cw49-xm78,GHSA-7ff8-xjh3-mgh6,GHSA-7g8c-cfr3-vqqr,GHSA-7ggg-pvrf-458v,GHSA-7h7g-x2px-94hj,GHSA-7hxm-f538-3xp6,GHSA-7jm2-g593-4qrc,GHSA-7jp6-r74r-995q,GHSA-7jx5-9fjg-hp4m,GHSA-7q2j-c4q5-rm27,GHSA-7qf6-h84j-8fq4,GHSA-7rcp-mxpq-72pj,GHSA-7vwx-582j-j332,GHSA-7wv4-cc7p-jhxc,GHSA-7xhj-55q9-pc3m,GHSA-7xmq-g46g-f8pv,GHSA-7xr2-q9vf-x4r5,GHSA-82g8-464f-2mv7,GHSA-82qx-6vj7-p8m2,GHSA-8372-7vhw-cm6q,GHSA-83f3-hh45-vfw9,GHSA-83w9-h5wv-j9xm,GHSA-844j-xrrq-wgh4,GHSA-846p-hgpv-vphc,GHSA-8689-gm9g-jgr6,GHSA-877v-w3f5-3pcq,GHSA-8883-9w57-vwv6,GHSA-89r3-6x4j-v7wf,GHSA-8c59-hr4w-qg69,GHSA-8cp7-rp8r-mg77,GHSA-8fmp-37rc-p5g7,GHSA-8g75-q649-6pv6,GHSA-8j2w-6fmm-m587,GHSA-8j37-5w68-wj2g,GHSA-8jhh-jcqg-mj5p,GHSA-8jpq-5h99-ff5r,GHSA-8m9v-xpgf-g99m,GHSA-8mf7-vv8w-hjr2,GHSA-8mg9-j9cf-54cj,GHSA-8mh7-phf8-xgfm,GHSA-8mvx-p2r9-r375,GHSA-8rh7-6779-cjqq,GHSA-8wg3-5mcm-fjq8,GHSA-92jp-89mq-4374,GHSA-939r-rj45-g2rj,GHSA-93rg-2xm5-2p9v,GHSA-943q-mwmv-hhvh,GHSA-94pw-c6m8-p9p9,GHSA-9528-x887-j2fp,GHSA-985f-72mj-8gf7,GHSA-9868-vxmx-w862,GHSA-98ch-45wp-ch47,GHSA-98hh-7ghg-x6rq,GHSA-99qw-6mr3-36qr,GHSA-9c3v-684m-579c,GHSA-9f4w-67g7-mqwv,GHSA-9f72-qcpw-2hxc,GHSA-9gp8-hjxr-6f34,GHSA-9hjh-fr4f-gxc4,GHSA-9jpj-g8vv-j5mf,GHSA-9mph-4f7v-fmvh,GHSA-9p38-94jf-hgjj,GHSA-9p3r-hh9g-5cmg,GHSA-9p93-7j67-5pc2,GHSA-9q2p-vc84-2rwm,GHSA-9q36-67vc-rrwg,GHSA-9q7v-8mr7-g23p,GHSA-9v8j-9c9g-w66c,GHSA-9vvh-2768-c8vp,GHSA-9wqx-g2cw-vc7r,GHSA-c226-q6fx-6j6c,GHSA-c28g-vh7m-fm7v,GHSA-c29c-2q9c-pc86,GHSA-c37p-4qqg-3p76,GHSA-c4qg-j8jg-42q5,GHSA-c4qm-58hj-j6pj,GHSA-c6hr-w26q-c636,GHSA-c9h3-5p7r-mrjh,GHSA-ccg8-46r6-9qgj,GHSA-ccwh-wwpp-6wg5,GHSA-ccx3-fw7q-rr2r,GHSA-cfp9-w5v9-3q4h,GHSA-cfvj-7rx7-fc7c,GHSA-cg6c-q2hx-69h7,GHSA-cg7q-fg22-4g98,GHSA-chf7-jq6g-qrwv,GHSA-chfm-xgc4-47rj,GHSA-chm2-m3w2-wcxm,GHSA-chr9-m4q2-76hw,GHSA-cjv3-m589-v3rx,GHSA-cm8v-2vh9-cxf3,GHSA-cmfr-9m2r-xwhq,GHSA-cqgw-44wg-44rf,GHSA-cqwv-9qjx-vxw2,GHSA-cv7m-c9jx-vg7q,GHSA-cw4q-gqg5-g38h,GHSA-cwf8-44x6-32c2,GHSA-cwj3-vqpp-pmxr,GHSA-cwpp-5962-q4f6,GHSA-cwq8-6f96-g3q4,GHSA-cxmw-p77q-wchg,GHSA-cxpw-2g23-2vgw,GHSA-f397-5vjw-v2c2,GHSA-f3h5-h452-vp3j,GHSA-f44p-c7w9-7xr7,GHSA-f5mf-3r52-r83w,GHSA-f693-58pc-2gfr,GHSA-f6h3-846h-2r8w,GHSA-f6pf-4gjx-c94r,GHSA-f7fh-qg34-x2xh,GHSA-f7ww-2725-qvw2,GHSA-f8mp-vj46-cq8v,GHSA-f8r2-vg7x-gh8m,GHSA-f934-5rqf-xx47,GHSA-fcvx-5cxc-v5p8,GHSA-ff98-w8hj-qrxf,GHSA-fg3m-vhrr-8gj6,GHSA-fgvx-58p6-gjwc,GHSA-fh32-73r9-rgh5,GHSA-fh3f-q9qw-93j9,GHSA-fhvm-j76f-qmjv,GHSA-fq9j-vw4w-fr6v,GHSA-fqcm-97m6-w7rm,GHSA-fqrj-m88p-qf3v,GHSA-fqw4-mph7-2vr8,GHSA-fv94-qvg8-xqpw,GHSA-fvx6-pj3r-5q4q,GHSA-fwjq-xwfj-gv75,GHSA-g27f-9qjv-22pm,GHSA-g2f6-pwvx-r275,GHSA-g2hm-779g-vm32,GHSA-g34w-4xqq-h79m,GHSA-g353-mgv3-8pcj,GHSA-g374-mggx-p6xc,GHSA-g375-h3v6-4873,GHSA-g55j-c2v4-pjcg,GHSA-g5cg-8x5w-7jpm,GHSA-g6q9-8fvw-f7rf,GHSA-g75x-8qqm-2vxp,GHSA-g7cr-9h7q-4qxq,GHSA-g86v-f9qv-rh6m,GHSA-g8xp-qx39-9jq9,GHSA-g99v-8hwm-g76g,GHSA-gc9r-867r-j85f,GHSA-gcj7-r3hg-m7w6,GHSA-gfg9-5357-hv4c,GHSA-gfmx-pph7-g46x,GHSA-gg9v-mgcp-v6m7,GHSA-gj9q-8w99-mp8j,GHSA-gjm7-hw8f-73rq,GHSA-gp3q-wpq4-5c5h,GHSA-gp79-m99v-gjmh,GHSA-gq83-8q7q-9hfx,GHSA-gq9c-wg68-gwj2,GHSA-grc3-2j34-p6gm,GHSA-gv46-4xfq-jv58,GHSA-gw85-xp4q-5gp9,GHSA-gwqp-86q6-w47g,GHSA-gxg4-2rrr-jhc7,GHSA-h2v7-xc88-xx8c,GHSA-h2vw-ph2c-jvwf,GHSA-h3f9-mjwj-w476,GHSA-h3rm-6x7g-882f,GHSA-h3x4-hc5v-v2gm,GHSA-h43v-27wg-5mf9,GHSA-h4jx-hjr3-fhgc,GHSA-h5hg-h7rr-gpf3,GHSA-h656-5vcf-cm23,GHSA-h7f7-89mm-pqh6,GHSA-h89v-j3x9-8wqj,GHSA-h97f-6pqj-q452,GHSA-h9g4-589h-68xv,GHSA-h9xm-j4qg-fvpg,GHSA-hc5h-pmr3-3497,GHSA-hcm3-8f6r-6xwg,GHSA-hf68-49fm-59cq,GHSA-hff7-ccv5-52f8,GHSA-hfpr-jhpq-x4rm,GHSA-hggm-x7r9-mm7v,GHSA-hhff-fj5f-qg48,GHSA-hhq4-97c2-p447,GHSA-hjvp-qhm6-wrh2,GHSA-hr5v-j9h9-xjhg,GHSA-hr8g-2q7x-3f4w,GHSA-hv93-r4j3-q65f,GHSA-hw9r-h9mr-4jff,GHSA-hwpq-rrpf-pgcq,GHSA-hxvm-xjvf-93f3,GHSA-j26j-7qc4-3mrf,GHSA-j27p-hq53-9wgc,GHSA-j425-whc4-4jgc,GHSA-j472-gf56-x589,GHSA-j4c5-89f5-f3pm,GHSA-j4c9-w69r-cw33,GHSA-j4xf-96qf-rx69,GHSA-j6c7-3h5x-99g9,GHSA-j7p2-qcwm-94v4,GHSA-j9pv-rrcj-6pfx,GHSA-jccr-rrw2-vc8h,GHSA-jf25-7968-h2h5,GHSA-jf56-mccx-5f3f,GHSA-jf6w-m8jw-jfxc,GHSA-jfv4-h8mc-jcp8,GHSA-jhpv-5j76-m56h,GHSA-jj6q-rrrf-h66h,GHSA-jj82-76v6-933r,GHSA-jjgj-cpp9-cvpv,GHSA-jjw7-3vjf-fg5j,GHSA-jmm5-fvh5-gf4p,GHSA-jmmg-jqc7-5qf4,GHSA-jp4j-q5fc-58gv,GHSA-jq3f-vjww-8rq7,GHSA-jq4x-98m3-ggq6,GHSA-jqpq-mgvm-f9r6,GHSA-jr6x-2q95-fh2g,GHSA-jrvc-8ff5-2f9f,GHSA-jv6r-27ww-4gw4,GHSA-jvm4-4j77-39p6,GHSA-jwf4-8wf4-jf2m,GHSA-jwrq-8g5x-5fhm,GHSA-jxrq-8fm4-9p58,GHSA-m34q-h93w-vg5x,GHSA-m3mh-3mpg-37hw,GHSA-m69h-jm2f-2pv8,GHSA-m6fx-m8hc-572m,GHSA-m7x8-2w3w-pr42,GHSA-m866-6qv5-p2fg,GHSA-m8v2-6wwh-r4gc,GHSA-mf5g-6r6f-ghhm,GHSA-mfg5-7q5g-f37j,GHSA-mgq6-vr84-7m2j,GHSA-mgrq-9f93-wpp5,GHSA-mhgq-xpfq-6r66,GHSA-mhq8-78pj-5j79,GHSA-mhr7-2xmv-4c4q,GHSA-mj4p-rc52-m843,GHSA-mj59-h3q9-ghfh,GHSA-mj5r-hh7j-4gxf,GHSA-mp5h-m6qj-6292,GHSA-mp66-rf4f-mhh8,GHSA-mpc8-jxjh-qpgh,GHSA-mqpw-46fh-299h,GHSA-mqr9-vqhq-3jxw,GHSA-mr32-vwc2-5j6h,GHSA-mr34-9552-qr95,GHSA-mv9j-6xhh-g383,GHSA-mw7w-g3mg-xqm7,GHSA-mwcg-wfq3-4gjc,GHSA-mwxv-35wr-4vvj,GHSA-p25h-9q54-ffvw,GHSA-p2fh-f5fc-44hr,GHSA-p39j-x9h5-q66m,GHSA-p464-m8x6-vhv8,GHSA-p4wh-cr8m-gm6c,GHSA-p4x4-2r7f-wjxg,GHSA-p536-vvpp-9mc8,GHSA-p73f-w79w-jqr5,GHSA-p7gr-f84w-hqg5,GHSA-pchc-86f6-8758,GHSA-pfv7-rr5m-qmv6,GHSA-pg2v-8xwh-qhcc,GHSA-pj5x-38rw-6fph,GHSA-pjvx-rx66-r3fg,GHSA-ppwq-6v66-5m6j,GHSA-pv58-549p-qh99,GHSA-pw7h-9g6p-c378,GHSA-q2gc-xjqw-qp89,GHSA-q2qc-744p-66r2,GHSA-q399-23r3-hfx4,GHSA-q3jj-46pq-826r,GHSA-q447-rj3r-2cgh,GHSA-q6qf-4p5j-r25g,GHSA-q7q8-3mgw-q67r,GHSA-q8ff-7ffm-m3r9,GHSA-q99w-vh6v-q3v7,GHSA-q9w8-cf67-r238,GHSA-qc36-x95h-7j53,GHSA-qcc3-jqwp-5vh2,GHSA-qcc4-p59m-p54m,GHSA-qcj9-wwgw-6gm8,GHSA-qf48-qfv4-jjm9,GHSA-qh2f-99mv-mrcf,GHSA-qhrr-grqp-6x2g,GHSA-qj22-xqjr-v83v,GHSA-qj77-c3c8-9c3q,GHSA-qjpc-qf9m-xwmr,GHSA-qm2m-28pf-hgjw,GHSA-qm77-8qjp-4vcm,GHSA-qm9x-v7cx-7rq4,GHSA-qmwg-qprg-3j38,GHSA-qqq7-4hxc-x63c,GHSA-qrp5-gfw2-gxv4,GHSA-qrq5-wjgg-rvqw,GHSA-qvr7-g57c-mrc7,GHSA-qw99-grcx-4pvm,GHSA-qx8j-g322-qj6m,GHSA-qxgf-hmcj-3xw3,GHSA-r294-2894-92j3,GHSA-r39h-4c2p-3jxp,GHSA-r54r-wmmq-mh84,GHSA-r5fq-947m-xm57,GHSA-r65x-2hqr-j5hf,GHSA-r6h2-5gqq-v5v6,GHSA-r6qf-8968-wj9q,GHSA-r6xh-pqhr-v4xh,GHSA-r77c-2cmr-7p47,GHSA-r7vr-gr74-94p8,GHSA-r8g4-86fx-92mq,GHSA-r9q5-c7qc-p26w,GHSA-rchv-x836-w7xp,GHSA-rf6h-5gpw-qrgq,GHSA-rfqg-qgf8-xr9x,GHSA-rg8m-3943-vm6q,GHSA-rggc-m335-3wvj,GHSA-rhfg-j8jq-7v2h,GHSA-rj2p-j66c-mgqh,GHSA-rj6p-xmxr-qj4h,GHSA-rjxq-qqhf-8hwh,GHSA-rm2p-j3r7-4x4j,GHSA-rm59-992w-x2mv,GHSA-rm5c-4rmf-vvhw,GHSA-rmxw-jxxx-4cpc,GHSA-rq6g-px6m-c248,GHSA-rqp8-q22p-5j9q,GHSA-rqpp-rjj8-7wv8,GHSA-rv2q-f2h5-6xmg,GHSA-rv39-79c4-7459,GHSA-rvqr-hrcc-j9vv,GHSA-rvvf-6vh3-9j43,GHSA-rw39-5899-8mxp,GHSA-rwj8-p9vq-25gv,GHSA-rwp6-7w3q-75fq,GHSA-rx3g-mvc3-qfjf,GHSA-rx78-29qr-5hq8,GHSA-rxmx-g7hr-8mx4,GHSA-rxxp-482v-7mrh,GHSA-v2v2-f783-358j,GHSA-v2ww-5rh7-2h5v,GHSA-v3j7-34xh-6g3w,GHSA-v3qc-wrwx-j3pw,GHSA-v6c6-vqqg-w888,GHSA-v6r2-jh58-xx6w,GHSA-v6x2-2qvm-6gv8,GHSA-v773-r54f-q32w,GHSA-v865-p3gq-hw6m,GHSA-v892-hwpg-jwqp,GHSA-v8cg-4474-49v8,GHSA-v8cx-933x-r976,GHSA-v8qf-fr4g-28p2,GHSA-v8wv-jg3q-qwpq,GHSA-vc32-h5mq-453v,GHSA-vcx4-4qxg-mfp4,GHSA-vffc-f7r7-rx2w,GHSA-vfg3-pqpq-93m4,GHSA-vfp4-8x56-j7c5,GHSA-vfw7-6rhc-6xxg,GHSA-vhwf-4x96-vqx2,GHSA-vj3g-5px3-gr46,GHSA-vjp8-wprm-2jw9,GHSA-vjx8-8p7h-82gr,GHSA-vmhq-cqm9-6p7q,GHSA-vmqr-rc7x-3446,GHSA-vpj2-69hf-rppw,GHSA-vqvg-86cc-cg83,GHSA-vqx8-9xxw-f2m7,GHSA-vr5g-mmx7-h897,GHSA-vr7j-g7jv-h5mp,GHSA-vvgp-4c28-m3jm,GHSA-vvjh-f6p9-5vcf,GHSA-vw3h-q6xq-jjm5,GHSA-vxx3-6hc9-7cc3,GHSA-w235-x559-36mg,GHSA-w2cg-vxx6-5xjg,GHSA-w45g-5746-x9fp,GHSA-w4v6-g3wm-w36c,GHSA-w5c7-9qqw-6645,GHSA-w5ww-7chg-mxcq,GHSA-w6m8-cqvj-pg5v,GHSA-w6wx-jq6j-6mcj,GHSA-w76h-8m22-hpgh,GHSA-w7j5-j98m-w679,GHSA-w85g-3h6x-4xh2,GHSA-w8g9-x8gx-crmm,GHSA-w9cg-v44m-4qv8,GHSA-w9hf-3pp7-pvxv,GHSA-w9j9-w4cp-6wgr,GHSA-wc84-j36w-pw4x,GHSA-wcxr-59v9-rxr8,GHSA-wfp2-v9c7-fh79,GHSA-wh94-p5m6-mr7j,GHSA-whf9-3hcx-gq54,GHSA-wj55-88gf-x564,GHSA-wm8r-w8pf-2v6w,GHSA-wpc6-37g7-8q4w,GHSA-wpg9-4g4v-f9rc,GHSA-wpph-cjgr-7c39,GHSA-wppj-c6mr-83jj,GHSA-wq58-2pvg-5h4f,GHSA-wr6m-jg37-68xh,GHSA-wv26-j37q-2g7p,GHSA-wv46-v6xc-2qhf,GHSA-ww6v-v748-x7g9,GHSA-wwfp-w96m-c6x8,GHSA-x22m-j5qq-j49m,GHSA-x2cm-hg9c-mf5w,GHSA-x2ff-j5c2-ggpr,GHSA-x2m8-53h4-6hch,GHSA-x3h8-jrgh-p8jx,GHSA-x4vp-4235-65hg,GHSA-x629-46cc-7xgw,GHSA-x82f-27x3-q89c,GHSA-x9cf-3w63-rpq9,GHSA-xc7w-v5x6-cc87,GHSA-xf99-j42q-5w5p,GHSA-xgf2-vxv2-rrmg,GHSA-xh72-v6v9-mwhc,GHSA-xhq5-45pm-2gjr,GHSA-xj9w-5r6q-x6v4,GHSA-xmv6-r34m-62p4,GHSA-xmxx-7p24-h892,GHSA-xp9r-prpg-373r,GHSA-xq8g-hgh6-87hv,GHSA-xq94-r468-qwgj,GHSA-xr4f-mjxj-w6w5,GHSA-xrq9-jm7v-g9h7,GHSA-xvhf-x56f-2hpp,GHSA-xvx8-77m6-gwg6,GHSA-xw4p-pw82-hqr7,GHSA-xw77-45gv-p728,GHSA-xwcj-hwhf-h378,GHSA-xwjm-j929-xq7c,GHSA-xww8-gqvh-92x9,GHSA-xxvh-5hwj-42pp",OpenClaw: Workspace .env npm_execpath could influence bundled runtime dependency install; OpenClaw's andbox browser noVNC observer lacked VNC authentication; OpenClaw has a BlueBubbles group allowlist mismatch via DM pairing-store fallback
tsc,6,cli,True,0,,,
@forge/cli,6,cli,True,0,,,
pixelmatch,6,cli,True,0,,,
@opensea/cli,6,cli,True,0,,,
dmux,6,cli,True,0,,,
neural-trader,6,cli,True,0,,,
skills,6,cli,True,0,,,
olakai-cli,6,cli,True,0,,,
@supsub/cli,6,cli,True,0,,,
@googleworkspace/cli,6,cli,True,0,,,
sfcc-ci,6,cli,True,0,,,
@saleor/cli,6,cli,True,0,,,
knip,5,cli,True,0,,,
@stripe/cli,5,cli,True,0,,,
snyk,5,cli,True,4,HIGH,"GHSA-4vrv-93c7-m92j,GHSA-4x6g-3cmx-w76r,GHSA-6hwc-9h8r-3vmf,GHSA-hpqj-7cj6-hfj8",snyk Code Injection vulnerability; Snyk plugins vulnerable to Command Injection; Snyk CLI Insertion of Sensitive Information into Log File allowed in DEBUG or DEBUG/TRACE mode
@railway/cli,5,cli,True,0,,,
@marswave/listenhub-cli,5,cli,True,0,,,
@membranehq/cli,5,cli,True,0,,,
camoufox-js,5,cli,True,0,,,
bash-language-server,5,cli,True,0,,,
yaml-language-server,5,cli,True,0,,,
netlify-cli,5,cli,True,0,,,
@github/copilot,5,cli,True,2,HIGH,"GHSA-9ccr-r5hg-74gf,GHSA-g8r9-g2v8-jv6f",GitHub Copilot CLI: Nested Bare Repository Can Execute Arbitrary Commands via core.fsmonitor; GitHub Copilot CLI Dangerous Shell Expansion Patterns Enable Arbitrary Code Execution
socialclaw,5,cli,True,0,,,
@databricks/appkit,5,cli,True,0,,,
@playwright/cli,5,cli,True,0,,,
doctor,5,cli,True,0,,,
eve,5,cli,True,0,,,
firecrawl-cli,5,cli,True,0,,,
tsx,5,cli,True,0,,,
edgeone,5,cli,True,0,,,
convex,5,cli,True,0,,,
@browserbasehq/browse-cli,5,cli,True,0,,,
@wenyan-md/cli,5,cli,True,0,,,
socket,5,cli,True,0,,,
bird-cli,4,cli,True,0,,,
axiom,4,cli,True,0,,,
acpx,4,cli,True,0,,,
analyze,4,cli,True,0,,,
postman-cli,4,cli,True,0,,,
altimate-code,4,cli,True,0,,,
supermemory,4,cli,True,0,,,
git-escrows,4,cli,True,0,,,
chainbase-cli,4,cli,True,0,,,
@vercel/before-and-after,4,cli,True,0,,,
@zeroxyz/cli,4,cli,True,0,,,
@microsoft/learn-cli,4,cli,True,0,,,
@alwaysmeticulous/cli,4,cli,True,0,,,
wscat,4,cli,True,0,,,
@adobe/aio-cli,4,cli,True,0,,,
@vtsls/language-server,4,cli,True,0,,,
vscode-json-languageserver,4,cli,True,0,,,
hermesone,4,cli,True,0,,,
envio-cloud,4,cli,True,0,,,
@misha_misha/skill-issue,4,cli,True,0,,,
@lap-platform/lapsh,4,cli,True,0,,,
@kitschpatrol/tldraw-cli,4,cli,True,0,,,
@hasna/skills,4,cli,True,0,,,
claude-code,4,cli,True,0,,,
zcatalyst-cli,4,cli,True,0,,,
lim,4,cli,True,0,,,
pm2,4,cli,True,1,LOW,GHSA-x5gf-qvw8-r2rm,pm2 Regular Expression Denial of Service vulnerability
lighthouse,4,cli,True,0,,,
@tiny-fish/cli,4,cli,True,0,,,
playwright-core,4,cli,True,0,,,
mysql2,4,likely-cli (no bin field found),False,5,CRITICAL,"GHSA-49j4-86m8-q2jw,GHSA-4rch-2fh8-94vw,GHSA-fpw7-j2hg-69v5,GHSA-mqr2-w7wj-jjgr,GHSA-pmh2-wpjm-fj45",mysql2 vulnerable to Prototype Poisoning; MySQL2 for Node Arbitrary Code Injection; mysql2 Remote Code Execution (RCE) via the readCodeFor function
anti-detect-browser,4,cli,True,0,,,
mcp-remote,4,cli,True,1,CRITICAL,GHSA-6xpm-ggf7-wc3p,mcp-remote exposed to OS command injection via untrusted MCP server connections
@beads/bd,3,cli,True,0,,,
@orth/cli,3,cli,True,0,,,
mcp,3,cli,True,0,,,
z-schema,3,cli,True,0,,,
@steipete/summarize,3,cli,True,5,HIGH,"GHSA-2r69-qgv3-hr65,GHSA-5624-2pmv-jx46,GHSA-67gq-6q8c-qqh6,GHSA-8jr4-6r33-phwm,GHSA-qp7v-gjgg-4mj6",Summarize's hover summary feature allows malicious pages to dispatch synthetic mouseover events over; Summarize contains a missing authorization vulnerability; Summarize contains a missing authorization vulnerability
@xai-official/grok,3,cli,True,0,,,
just-scrape,3,cli,True,0,,,
newman,3,cli,True,0,,,
@vectorize-io/hindsight-client,3,likely-cli (no bin field found),False,0,,,
rebrowser-playwright,3,cli,True,0,,,
@scoutqa/cli,3,cli,True,0,,,
@mem0/cli,3,cli,True,0,,,
typescript-language-server,3,cli,True,0,,,
dep,3,cli,True,0,,,
@adobe/aem-cli,3,cli,True,0,,,
@alibaba-group/open-code-review,3,cli,True,0,,,
update,3,cli,True,0,,,
@larksuite/cli,3,cli,True,0,,,
pinme,3,cli,True,0,,,
npm-check-updates,3,cli,True,0,,,
prisma,3,cli,True,0,,,
migrate,3,cli,True,0,,,
